Label Sentimen;cleaned_text
positif;aplikasi meeting online terbaik bahkan untuk online live streaming sebuah acara dengan full musik band sekalipun tetap hasil suara musik mantap pakai zoom sejak memuaskan terima kasih zoom cloud meeting gbu
positif;sebuah apkikasi video yang dapat membantu proses tatap muka sekalipun jarak yang jauh sehungga dapat menyampaikan berbagai hal terutama bagi kelompok orang yang banyak
positif;ini apk sangat membantu dengan keadaan karantina seperti ini maaf jika klian tidak ada suaranya bisa di atur di pengaturan gunakanlah kesabaran bukan emosional dasar human untuk memulai vcnya klian tunggu linknya dari hostnya untuk di share tidak perlu sigh up log in sekian
negatif;aplikasinya masih banyak bug anjing gua login malah gk bisa dan saya saranin kalau mau masukin pasword sandi atau pasword masuk ke meeting nya tolong tambahin logo mata kayak aplikasi google sehingga pengguna bisa melihat apakah sandi huruf nya salah sehingga bisa memudahkan pengguna zoom di pc laptop tolong baca developer pakek bahasa indonesia
negatif;kenapa saya gak bisa login login lewat facebook gk bisa google gk bisa email juga gak bisa terus harus login lewat apa woy niat bikin apk gak sih
positif;aplikasi nya berguna banget apalagi pas belajar daring di rumah berguna banget bagi yang gk kelihatan gambar atau suara peserta yg lain berarti jaringan anda yg bermasalah
negatif;wtf setelah saya sign in melalui gmail kenapa malah gmail saya menjadi nonaktif apk biadab nih di gmail banyak data penting semenjak sign in apk ini gmail aku malah serasa di hack anjg
negatif;ini gimana yaa kok gak bisa bikin akun kan saya butuh banget aplikasi ini padahak tahunnya udah saya atur jadi kok tetep gak memenuhi syarat daftar bikin kesel tolong perbaiki dehh
negatif;setiap mau daftar sign up mengapa selalu tidak bisa katanya tidak memenuhi syarat padahal saat lihat tutorial di youtube tidak ada masalah
netral;karna app ini guru saya jadi lebih mengenal wajah saya yang nyontek pas ujian di kelas sebelumnya terima kasih yaaaaa appp nya sangat membantu juga untuk mengisengi guru guru untuk menyorey muka guru pas lagi jelasin jadi thankyou yaahhhj muaacchhh
negatif;ga bisa daftar udh diulang ulang msih aja ada tulisan you are not eligible to sign up for zoom at this time kesel bngt sampah pdhl penting bngt buat sklh
negatif;jangan download aplikasi ini karena aplikasi zoom katanya menjual data dan pihak sekolah saya disarankan untuk uinstal aplikasi zoom meeting dan saya menonton diyoutube katanya zoom meeting bisa menjual data trims saya hanya bilang seadanya saja maaf kalo tersinggung
negatif;aplikasi zoom ini menyusahkan pengguna lebih baik sekolah normal drpada harus skolah online dengan menggunakan aplikasi zoom ini menggunakan aplikasi zoom sangat tidak memuaskan dan menghabiskan banyak waktu bgitu juga menghabiskan paket data kami belajar online tidak harus dngan tatap wajah lebih baik dengan tugas sja supaya tdak menghabiskan waktu
negatif;aplikasi ini tidak ada kenyamanan untuk pengguna karna zoom menghabiskan banyak waktu yang tidak bisa dimanfaatkan lebih baik kembali sekolah normal drpda sekolah dengan menggunakan aplikasi zoom ini
negatif;kelama lamaan aplikasinya bejat masa pada waktu belajar videonya gk ada suaranya sudah berkali kali sudah pencet audionya tulisannya call over internet terus keluar sendiri eh masuk lagi udah gk bisa masuk invalid mulu
negatif;ini aplikasi mau nya apa sih gua udah coba masuk pake akun google gua tapi gak masuk masuk padahal gua udah ngikutin langkah langkahnya tapi tetap gak bisa masuk juga malah akun gua di blok kan kaya anjing buat yang membuat aplikasi ini harap di berbarui lagi supaya orang orang nyaman menggunakan aplikasi ini segitu aja dari gua semoga di lihat
negatif;kenapa saya tidak bisa sign in your not eligible to sign in to zoom at this time anda tidak memenuhi syarat berhak untuk masuk ke zoom saat ini saya sedang pelajaran tidak bisa saat bisa tidak ada suara dan tidak bisa bersuara saya sudah coba berkali tetap tidak bisa saya hanya ingin bicara kepada developer tolong jika tidak bisa sign in langsung saja masuk karena lewat google pun tak bisa saya lihat di tutorial orang lain aman aja kenapa saat saya coba tidak bisa
negatif;bagus tetapi penghisap kuota aku pas pasan cuma ada gb dan harus sekolah menggunakan zoom setiap jari jam zoom baru saja hari dan kuota ku sudah habis dan bunda tidak boleh mengisinya lagi ya saya tidak bisa belajar lagi dan dihitung alfa ya sudah lah ya
negatif;ini gimana sih ada orang bisa tapi ada juga nggak padahal cara nya sama ih kalau gini terus aku bakalan komen jelek terus dan kasih bintang satu terus ok tapi kalo udah di perbaiki aku bakalan beri bintang lebih banyak ok
negatif;aplikasinya jelek masa audio nya tidak berfungsi mau dengar suara kenapa no conection terus padahal saya pakai wifii jaringan kuat tolong di perbaiki
positif;sangat bagus kualitasnya digunakan untuk diskusi atau webinar zoom harus bisa meyakinkan pemakai sebagai program yang bisa dipercaya di tengah isu kerawanan dalam keamanan privasi
negatif;ini kok susah ya loginnya kasiankan temn temen gua sama guanya jga ga bisa daring belajar pjj apalagi gurunya ini guru kiler jadinya malah kena marah padahal kan bukan salah kita kita ini knp sih pake susah loginnya masa kalah sama tiktok atau ig simple bngt masuknya lah ini buat belajar aja susah mohon di perbaiki
positif;terimakasih telah membantu aplikasih zoom tersebut utk pelejaran anak sekolah supaya kerja sama guru dan orang tua murid karna berhubungan ada penyakit covid ini kita agar menjaga kesehatan keluarga kita dirumah maupun diluar sekolah terima kasih saran nya aplikasih zoom
positif;sangat memebantu klo bisa di buat menjadi lebih simpel tibet itu bikinya dan bahasa juga di buat bahasa lain jangan cuma bahasa inggris gank paham aku
positif;buat yg ngeluh susah log in caranya simpel ko tinggal pencet sing in terus pilih email kalian terus bakalan muncul tgl gitu nah isi tgl itu dngn umur minimal diatas th klo msih dbawah g bisa masuk terus klo udh kirim deh nah habis itu cek email yg kalian pilih tadi cek email kalian entr bakalan muncul privikasi buat ngelogin kalian pencet itu terus isi data data passwor email kalian geyss ters apknya lagi pencet sigh up yg warna biru isi email sm passwor dah deh
negatif;sangat bermanfaat digunakan saat pandemi covid saya kasi bintang karna blum pernah mengunakan masih menunggu biar ada rapat online dulu makasi zoom smg bisa dlm bhs indonesia biar gampang digunakan
positif;yes aku bisa login caranya tinggal liat yt ya gan truss klo ga bisa login nya itu jam malem gitu biar bisa kaya aku gann bagus bath gile vc an orang bisa bintang ya gann selamat mencoba klo belom bisa berarti takdir kalian untuk mencoba nya lagi hiyak semangat ya gann
negatif;udah dibikin susah belajar dibikin pusing pula dengan aplikasi ini seharusnya kalo emang disuruh belajar onlain caranya gak usah dibikin ribet kaya gini udah akun yg didaftarin pun kaga ada yg bisa masuk
netral;bagus tapi ada yg kurang dari aplikasi ini masa ga ada pengaturan untuk percantiknyaa kan semua mau terlihat ganteng dan cantik ketika ketemu orang orang walaupun tidak mandi tolong ditambahkan yaa kadang malas kalau mau meeting pakai zoom karena harus mandi dan berias tolong yaa pengembang zoom tambahin pengaturan percantik
negatif;ughhhhh dasar apk gk jls gimana sih saya mw sigh in di apk ini kok gk bisa udh di coba berkali kali ini apk buat blajar di hari senin nanti klo saya gk bisa sigh in gimana saya bisa belajar klo saya sampe gk bisa belajar dan ketinggalan pelajaran karna gk bisa sigh in di apk ini gimana saya bisa naik kelas tolong banget deh di baikin nih apk biar kami bisa belajar
positif;kq ada ya aplikasi serumit ini mau pake aja susah daftarnya hrs nya kalo lbh simpel psti banyak yg pake apa lagi kecewa tolong tuh yg pnya apk di survei lg aplikasi nya buat pengguna lbh mudah daftar
negatif;untuk developer atau programmer zoom minta tolong agar breakout room bisa punya id dan password masing masing saat breakout room diperbanyak terima kasih sebelumnya agar partisipan bisa masuk langsung ke breakout room nya masing masing
negatif;hai nama saya iam jeconia bintang rendiawan saya kelas aplikasi ini berguna untuk saya terutama juga pelajar untuk metode daring jika tdk bisa masuk ke zoom berarti host nya belum on jadi belum bisa kita harus nunggu host on terlebih dahulu untuk tahu apa host udah on apa belum kita wa semacam nya jadi kita tahu kalo host sudah on lalu kita buka zoom nya jgn lupa password yg sdh di berikan host
negatif;kapasitas mb nya kecilin donk untuk hp kelas bawah seperti saya jadi gak bisa di download gara gara kapasitas nya terlalu besar tolong kecilin lagi kapasitas nya karna saya butuh apk ini untuk anak saya belajar dari sekolah nya lewat apk ini tolong ya ini untuk pendidikan lho masa gak bisa bantu
positif;sangat membantu sy selama pandemi covid dlm melakukan zoominar melalui aplikasi zoomiting utk yg sudah unduh langsung aja tekan join meeting nanti tinggal masukkan id yg diberikan dn tulis nama kita langsung nanti masuk ke ruang zoomeeting jgn telan sign in nanti tdk bisa masuk le zoomiting sekedar berbagi pengalaman sy selama memakai zoometing ini tks
negatif;buat yang ga bisa sign up login pas di bagian tulis ket lahir tahunnya agak di tuain kalo umur tahun kebawah itu belum bisa pake aplikasi nya jadi min tahunya aja jangan dll soalnya saya pertamanya juga gitu ga bisa kalo tahun
positif;alhamdulillah saya menggunakan zoom ini untuk belajar sekolah daring dan jika kalian memasukan meloginkan akun dengan benar dan dengan pasword dan id sekolah dengan benar maka aplikasi ini sangatlah mudah digunakan dan terimakasih saya jadi terbantu karna aplikasi ini
negatif;tolong ini yaaaaa yang punya aplikasi zoom tolong diperbaikin lagi karena saya sudah bener nulis pasword dan uid nya tapi masih aja diulang uid dan pasword nya tolong yaaaa diperbaikin lagi saya kasih bintang dulu
negatif;apa apaan ini masak aku gk bisa sig in dan sig in up dah gitu bahasa nya bahasa inggris pulak saran saya bagusa uninstall aja ni apk gk guna juga sign in gk bisa sign up gk bisa
negatif;saya sangat berterimaksih kepada zoom apk ini sangat sangat sangat tidakkkk membantu amjg lah pkoknyaa gak jadi ikut final gara aplikasi haram ini terimaksih zoommmmmmm ngtd
positif;cuma mau kasih saran aja sih sebenarnya bukan salah apk nya untuk pertama daftar kasih taunnya misal jan mending taunnya di ganti jadi saja dan kalau pertama daftar udah mending kalian buka info apk trus hapus semua data apk zoom lalu kalian buka apk zoom dan daftar ulang contoh jan smoga membantu
positif;berguna untuk mendukung pekerjaan saya tapi mohon ditingkatkan untuk kualitas audio dan visualnya terimakasih
netral;sebenarnya zoom ini adalah aplikasi yang bagus namun saya mendapat beberapa info dari orang lain bahwa jika kita menggunakan zoom maka email atau kata sandi milik kita akan terjual maka saya mohon agar zoom tidak menggunakan email atau kata sandi
negatif;ko gw engga bisa masuk ya udh sign in sama sign up padahal udh pake akun goggle facebook ko tetap aja ya g bisa masuk kata katanya kaya gini terus you are not eligible to sign in to zoom at this time ini jadinya gmn woy
negatif;pas aku masukan password kk failed trs ya udah buat akun baru tetep aja password failed kali download apk ini tetep aja kesalahan nya di password pdhal udah aku masukin password dri kata sandi aneh gk suka nih apk
negatif;aplikaksi mohon di buat sesederhana mungkin dalam pengoperasionalan nya karena system zoom yang sekarang terlalu ribet dan menyusahkan pengguna aplikasi ini sekedar bahan untuk koreksi terima kasih
negatif;kenapa dari tadi nunggu terus tapi gabisa didowload padahal masih banyak kok untuk menginstal aplikasi nya jangan gitu dong besok udah mau sekolah sekolah suruh harus dowload zoom untuk muka ke muka loh kalau diperbaiki aku nge bakal kasih bintang sekian terimakasih
negatif;tolong jangan gangguan terus kalau sedang di download kuota sama penyimpanan saya bisa cepat habis mohon agar tidak ada gangguan lagi saat mendownload apps
negatif;aplikasi rusak tolol goblok bego gak bisa masuk gw tolol keluar mulu donload lama kualitas kaya anjg apus aje dah ni aplikasii gak guna yang bikin emang tolol goblok bin bego saya cuman mo nanya kenapa hp saya gak bisa donlod zoom nya sedangkan apk yang lain bisa
negatif;dasar payah udh login pake akun pun ga bisa malah yg keluar tulisan tidak memenuhi syarat saya udh pake akun ke pun tetep ga bisa pencet sign up juga ga bisa maunya apa sih ni aplikasi tolong perbaiki lagi saya jadi ga bisa masuk untuk pelajaran
negatif;apaan ni apk udah di instal kok tpiii failed trusss udh ikutin cara di youtube salah trusss bikin pusing ajahhhh benerin dong udh bbrpa akun email saya buat yahhhh
negatif;tolong lah ya buat guru sekolah jgn pake pake apk ini ajg siswa yg susah paket nya ga banyak tod emg nya situ mau beliin ngotak dong buat apk nya sih udh bagus
negatif;plis lh kenapa kok gk ada bhs indonesianya tolong untk pihak developer memberikan bhs indonesia dan ketika login sign in sign up kenapa slalu gak bisa mohon untuk diperbaiki
negatif;kenapa dengan zoom ini sih kok nggak bisa bisa dari tadi gini viled terus deh males sumpah hps aja dari play trure atau blok aja jangan lagi ada zoom gak jelas deh ah lalu ada lagi kan gini di kirim link tapi muka ku nggak bisa bisa muncul apk kayak tai tai tai
netral;aplikasi yang bagus dan mudah di gunaka tetapi masih ada beberapa yang sulit untuk di atur seperti suara yang tiba tiba menghilang
negatif;bahaya yang mengintai di balik penggunaan zoom salah satu aplikasi yang jamak digunakan adalah zoom bahkan pejabat pemerintah pun menggunakan zoom untuk berkomunikasi dengan jajaran menterinya namun meski pihak zoom menjanjikan keamanan sistem dan privasi pengguna nyatanya hal tersebut tidak sepenuhnya benar media ternama the intercept melaporkan bahwa aplikasi ini ternyata tidak melakukan enkripsi untuk panggilan video yang
negatif;knp sih ini kok gk bisa sign in padahal email dan password sudh benar masa loginnya failed trs udh di coba berkali ttp aja gk bisa ini skrng saya lagi coba apus trs download lagi
negatif;aplikasinya bagus tapi setiap aku tulis di password gak bisa terus aku tulis nomor salah tulis huruf salah tapi maaf aku kasih bintang karena aku kesel banget tolong di perbaiki aplikasinya aku butuh banget soalnya suruh bu guru aku maaf tolong diperbaiki
